record_id,Vehicle_ID,vehicle_model,fuel_type,transmission_type,engine_size,owner_type,vehicle_age,vehicle_age_group,mileage,odometer_reading,average_annual_mileage,vehicle_usage_category,high_mileage_flag,last_service_date,warranty_expiry_date,days_since_last_service,warranty_status,warranty_remaining_days,service_delay_indicator,service_history,maintenance_frequency,maintenance_history,maintenance_history_score,tire_condition,tire_condition_score,tire_wear_risk,brake_condition,brake_condition_score,brake_wear_risk,battery_status,battery_status_score,engine_stress_ratio,engine_stress_level,reported_issues,accident_history,insurance_premium,fuel_efficiency,vehicle_health_score,vehicle_risk_score,maintenance_priority,predicted_failure_risk,need_maintenance
MREC007418,VEH0032,Car,Diesel,Automatic,800,Third,8,Aging (6-8 yrs),61258,104370,13046.2,Medium,0,2023-06-03,2026-02-09,270,Active,712,1,4,0.5,Average,1,New,2,17.3,Worn Out,0,85.0,Good,1,16.31,High,4,1,14924,16.95939998,41.5,57.3,Medium,57.8,1
MREC007419,VEH0001,Bus,Diesel,Automatic,800,Second,7,Aging (6-8 yrs),60505,35017,5002.4,Low,0,2023-10-15,2025-02-03,136,Active,341,0,4,0.57,Poor,0,Worn Out,0,80.7,Good,1,51.2,Weak,0,6.25,Medium,2,3,22087,12.112234,24.5,61.6,Medium,67.2,1
MREC007420,VEH0172,Van,Petrol,Manual,800,Second,1,New (0-2 yrs),42388,35113,35113.0,High,0,2023-05-21,2025-12-01,283,Active,642,1,3,3.0,Poor,0,Worn Out,0,80.7,Worn Out,0,71.3,Weak,0,43.89,High,0,0,25322,18.84490322,20.0,49.1,Medium,61.5,1
MREC007421,VEH0053,Car,Petrol,Automatic,1000,Second,2,New (0-2 yrs),75609,94709,47354.5,High,0,2023-12-31,2026-02-05,59,Active,708,0,3,1.5,Poor,0,Worn Out,0,90.7,Good,1,59.3,New,2,47.35,High,3,3,29061,10.70883407,35.5,43.6,Medium,52.0,1
MREC007422,VEH0069,Motorcycle,Diesel,Manual,2500,Second,1,New (0-2 yrs),37145,61897,61897.0,High,0,2023-08-31,2024-10-06,181,Active,221,1,10,10.0,Good,2,New,2,10.2,New,2,8.2,Weak,0,24.76,High,3,0,16387,14.93010322,73.0,23.0,Low,24.6,1
MREC007423,VEH0116,SUV,Petrol,Manual,1500,Third,2,New (0-2 yrs),63814,40798,20399.0,High,0,2023-12-30,2026-01-19,60,Active,691,0,1,0.5,Poor,0,Good,1,44.2,Good,1,47.6,Good,1,13.6,Medium,3,2,11751,12.54708141,38.0,37.8,Low,47.5,1
MREC007424,VEH0149,Truck,Petrol,Manual,2500,Third,6,Aging (6-8 yrs),72856,83405,13900.8,Medium,0,2023-05-25,2025-12-06,279,Active,647,1,6,1.0,Average,1,New,2,13.8,Worn Out,0,91.1,New,2,5.56,Low,5,3,11034,19.37126322,45.0,63.4,Medium,60.0,1
MREC007425,VEH0008,Bus,Diesel,Automatic,2000,First,4,Mid-Life (3-5 yrs),38642,111725,27931.2,High,0,2023-06-05,2025-03-02,268,Active,368,1,1,0.25,Good,2,Good,1,56.1,Worn Out,0,81.5,Weak,0,13.97,Medium,1,0,13831,10.60520214,46.0,43.9,Medium,47.9,1
MREC007426,VEH0024,Bus,Petrol,Manual,1000,Second,3,Mid-Life (3-5 yrs),78328,72857,24285.7,High,0,2023-09-05,2025-08-24,176,Active,543,0,1,0.33,Poor,0,Good,1,49.6,New,2,23.0,Good,1,24.29,High,5,3,12774,17.77726411,42.5,51.6,Medium,54.0,1
MREC007427,VEH0070,Motorcycle,Diesel,Manual,2500,First,5,Mid-Life (3-5 yrs),31601,47929,9585.8,Medium,0,2023-10-19,2024-06-22,132,Active,115,0,5,1.0,Average,1,New,2,7.9,Worn Out,0,77.4,Weak,0,3.83,Low,0,1,16416,12.72758482,50.0,39.0,Low,43.4,1
MREC007428,VEH0168,Van,Electric,Automatic,2000,First,2,New (0-2 yrs),40309,125175,62587.5,High,1,2023-07-03,2025-07-24,240,Active,512,1,3,1.5,Average,1,Worn Out,0,95.8,Good,1,54.4,Weak,0,31.29,High,2,1,18122,14.80660062,34.5,47.5,Medium,54.7,1
MREC007429,VEH0015,Bus,Electric,Automatic,1500,Second,8,Aging (6-8 yrs),68186,132336,16542.0,Medium,1,2023-11-02,2025-08-20,118,Active,539,0,1,0.12,Average,1,New,2,22.0,Good,1,59.9,New,2,11.03,Medium,3,2,20367,18.42205998,65.5,42.6,Medium,39.4,1
MREC007430,VEH0149,Truck,Petrol,Automatic,2500,Third,10,Old (9+ yrs),78820,20567,2056.7,Low,0,2023-05-08,2024-10-12,296,Active,227,1,2,0.2,Good,2,New,2,3.3,Good,1,49.3,New,2,0.82,Low,5,3,11450,15.55803199,67.5,63.5,Medium,51.1,1
MREC007431,VEH0001,Bus,Diesel,Automatic,800,Second,10,Old (9+ yrs),46826,142636,14263.6,Medium,1,2023-10-26,2024-07-24,125,Active,147,0,7,0.7,Poor,0,New,2,23.8,Good,1,52.4,Weak,0,17.83,High,4,0,17178,12.25543066,36.5,46.6,Medium,53.4,1
MREC007432,VEH0075,Motorcycle,Electric,Automatic,1500,Second,4,Mid-Life (3-5 yrs),52219,6052,1513.0,Low,0,2023-10-05,2025-08-06,146,Active,525,0,5,1.25,Poor,0,Good,1,38.3,Good,1,47.4,Good,1,1.01,Low,4,3,6729,19.20325629,34.0,54.0,Medium,58.8,1
MREC007433,VEH0117,SUV,Petrol,Manual,2000,First,10,Old (9+ yrs),56847,129686,12968.6,Medium,1,2023-05-01,2025-01-10,303,Active,317,1,7,0.7,Poor,0,Worn Out,0,96.6,New,2,26.2,Weak,0,6.48,Medium,0,2,12237,19.89707596,45.0,66.9,High,62.1,1
MREC007434,VEH0170,Van,Electric,Manual,2500,Second,10,Old (9+ yrs),53736,91411,9141.1,Low,0,2024-01-04,2024-08-19,55,Active,173,0,10,1.0,Poor,0,Worn Out,0,90.2,Good,1,45.5,New,2,3.66,Low,5,0,17545,16.29164267,27.5,44.5,Medium,55.7,1
MREC007435,VEH0167,Van,Electric,Automatic,2000,First,2,New (0-2 yrs),35354,75144,37572.0,High,0,2024-01-17,2026-02-01,42,Active,704,0,4,2.0,Average,1,New,2,12.4,New,2,14.4,Good,1,18.79,High,4,1,27299,14.54560673,66.5,21.5,Low,26.3,1
MREC007436,VEH0086,Motorcycle,Petrol,Automatic,1500,Second,4,Mid-Life (3-5 yrs),60047,147092,36773.0,High,1,2023-12-19,2025-02-16,71,Active,354,0,1,0.25,Average,1,Worn Out,0,99.5,Good,1,66.3,Good,1,24.52,High,4,3,16155,16.0820758,34.0,48.4,Medium,55.4,1
MREC007437,VEH0078,Motorcycle,Electric,Manual,2000,First,6,Aging (6-8 yrs),78816,36609,6101.5,Low,0,2023-08-14,2025-11-22,198,Active,633,1,2,0.33,Good,2,Good,1,43.5,New,2,18.1,Weak,0,3.05,Low,3,3,15914,10.19247984,63.0,51.1,Medium,45.5,1
MREC007438,VEH0099,SUV,Diesel,Manual,2500,First,6,Aging (6-8 yrs),43548,117036,19506.0,Medium,1,2023-12-05,2024-06-08,85,Active,101,0,4,0.67,Poor,0,Good,1,57.0,Good,1,53.4,New,2,7.8,Medium,3,1,14302,10.19179512,45.5,38.8,Low,45.1,1
MREC007439,VEH0157,Van,Diesel,Manual,2000,First,10,Old (9+ yrs),39075,89350,8935.0,Low,0,2023-10-12,2025-12-05,139,Active,646,0,3,0.3,Good,2,Good,1,52.3,Good,1,58.5,New,2,4.47,Low,5,3,15927,19.4627645,57.5,55.2,Medium,50.1,1
MREC007440,VEH0068,Motorcycle,Diesel,Automatic,2000,Third,4,Mid-Life (3-5 yrs),30984,126301,31575.2,High,1,2023-10-07,2025-07-13,144,Active,501,0,5,1.25,Good,2,Good,1,58.5,Good,1,63.5,New,2,15.79,High,2,3,6360,17.10617514,69.5,41.4,Medium,37.0,0
MREC007441,VEH0164,Van,Electric,Manual,1000,Second,8,Aging (6-8 yrs),43876,63675,7959.4,Low,0,2023-10-24,2024-04-29,127,Active,61,0,6,0.75,Poor,0,New,2,10.5,Good,1,41.8,New,2,7.96,Medium,1,0,5373,16.34785745,63.5,33.9,Low,34.9,0
MREC007442,VEH0124,Truck,Diesel,Automatic,1000,First,7,Aging (6-8 yrs),59777,90537,12933.9,Medium,0,2024-01-09,2025-07-11,50,Active,499,0,3,0.43,Good,2,New,2,15.0,Good,1,49.8,Weak,0,12.93,Medium,5,1,19377,18.3926156,52.5,35.4,Low,40.2,1
MREC007443,VEH0110,SUV,Electric,Manual,2500,Second,10,Old (9+ yrs),78899,99108,9910.8,Medium,0,2023-10-15,2024-05-06,136,Active,68,0,4,0.4,Poor,0,Good,1,54.0,Good,1,46.5,Good,1,3.96,Low,1,0,17976,18.26437542,46.0,44.0,Medium,48.0,0
MREC007444,VEH0154,Van,Diesel,Automatic,1000,First,5,Mid-Life (3-5 yrs),41373,51433,10286.6,Medium,0,2023-10-03,2025-08-29,148,Active,548,0,3,0.6,Poor,0,Worn Out,0,83.4,Worn Out,0,86.8,New,2,10.29,Medium,5,3,19571,16.64814436,15.0,62.5,Medium,71.5,1
MREC007445,VEH0004,Bus,Diesel,Manual,1000,Second,7,Aging (6-8 yrs),75743,109356,15622.3,Medium,0,2024-01-03,2025-06-24,56,Active,482,0,1,0.14,Average,1,Worn Out,0,93.2,Worn Out,0,90.1,Weak,0,15.62,High,5,2,29378,13.34056926,10.0,55.7,Medium,69.4,1
MREC007446,VEH0171,Van,Petrol,Manual,800,Third,8,Aging (6-8 yrs),48279,88881,11110.1,Medium,0,2023-06-25,2025-07-13,248,Active,501,1,6,0.75,Good,2,New,2,14.8,New,2,11.8,Weak,0,13.89,Medium,4,0,25396,13.7050998,69.0,41.0,Medium,37.0,1
MREC007447,VEH0103,SUV,Electric,Manual,1000,Second,1,New (0-2 yrs),35519,130184,130184.0,High,1,2023-04-01,2026-01-07,333,Active,679,1,9,9.0,Average,1,Worn Out,0,96.7,Good,1,50.7,New,2,130.18,High,1,0,25829,16.07045022,53.5,41.1,Medium,43.3,0
MREC007448,VEH0097,SUV,Diesel,Manual,2000,Third,4,Mid-Life (3-5 yrs),56346,101252,25313.0,High,0,2023-12-17,2024-06-25,73,Active,118,0,8,2.0,Poor,0,New,2,16.8,New,2,22.4,Weak,0,12.66,Medium,4,2,11327,11.24190123,49.0,38.3,Low,43.4,1
MREC007449,VEH0088,Motorcycle,Petrol,Manual,2000,Third,2,New (0-2 yrs),34294,115818,57909.0,High,1,2024-02-16,2025-08-07,12,Active,526,0,7,3.5,Average,1,Worn Out,0,94.3,New,2,28.8,Good,1,28.95,High,1,3,28640,18.26659301,58.5,32.1,Low,35.9,0
MREC007450,VEH0164,Van,Electric,Automatic,1000,First,4,Mid-Life (3-5 yrs),57048,120515,30128.8,High,1,2023-05-21,2025-01-06,283,Active,313,1,3,0.75,Good,2,Worn Out,0,95.0,New,2,20.5,Weak,0,30.13,High,0,1,12313,19.4693275,65.0,43.4,Medium,40.0,1
MREC007451,VEH0097,SUV,Diesel,Manual,2000,Second,1,New (0-2 yrs),69144,33883,33883.0,High,0,2023-06-13,2026-03-05,260,Active,736,1,8,8.0,Poor,0,Good,1,43.0,Good,1,51.1,Good,1,16.94,High,0,3,10454,16.35323189,50.0,51.9,Medium,51.1,1
MREC007452,VEH0157,Van,Diesel,Automatic,2000,Second,9,Old (9+ yrs),37476,70148,7794.2,Low,0,2024-02-15,2025-02-15,13,Active,353,0,10,1.11,Poor,0,New,2,11.6,Worn Out,0,80.4,Good,1,3.9,Low,4,1,10238,15.41827665,31.5,43.3,Medium,53.4,1
MREC007453,VEH0060,Car,Petrol,Manual,2500,Third,8,Aging (6-8 yrs),30877,114941,14367.6,Medium,1,2023-05-28,2025-11-06,276,Active,617,1,1,0.12,Poor,0,Good,1,56.6,Good,1,53.1,New,2,5.75,Low,5,1,17416,14.1151878,37.5,59.1,Medium,60.5,1
MREC007454,VEH0166,Van,Electric,Manual,1500,First,7,Aging (6-8 yrs),66248,127940,18277.1,Medium,1,2023-05-23,2024-06-02,281,Active,95,1,10,1.43,Average,1,Good,1,58.8,Worn Out,0,83.7,Good,1,12.18,Medium,0,0,22537,15.71408727,47.5,49.4,Medium,50.6,1
MREC007455,VEH0060,Car,Petrol,Manual,2500,First,2,New (0-2 yrs),36917,106221,53110.5,High,0,2023-06-08,2025-05-18,265,Active,445,1,8,4.0,Good,2,Worn Out,0,92.6,New,2,14.1,Weak,0,21.24,High,3,0,24420,16.30242636,53.0,37.9,Low,41.5,1
MREC007456,VEH0009,Bus,Diesel,Manual,2500,Second,2,New (0-2 yrs),49725,28402,14201.0,Medium,0,2023-12-21,2024-10-16,69,Active,231,0,2,1.0,Good,2,Good,1,42.1,Good,1,45.9,Good,1,5.68,Low,3,2,7440,15.30784653,58.0,31.5,Low,35.7,0
MREC007457,VEH0113,SUV,Petrol,Automatic,1000,Second,9,Old (9+ yrs),35866,148334,16481.6,Medium,1,2023-09-01,2024-10-23,180,Active,238,0,5,0.56,Average,1,Worn Out,0,99.7,New,2,24.2,New,2,16.48,High,5,1,6096,15.26831962,50.0,49.3,Medium,49.6,1
MREC007458,VEH0036,Car,Diesel,Automatic,1500,Third,2,New (0-2 yrs),42435,57445,28722.5,High,0,2023-06-08,2026-01-16,265,Active,688,1,4,2.0,Poor,0,New,2,9.5,New,2,12.0,Good,1,19.15,High,5,1,11306,18.18967032,52.5,43.1,Medium,44.9,1
MREC007459,VEH0179,Van,Petrol,Manual,2500,Third,2,New (0-2 yrs),36200,108848,54424.0,High,0,2023-12-19,2025-01-03,71,Active,310,0,2,1.0,Poor,0,Good,1,55.6,New,2,18.9,Good,1,21.77,High,4,1,13040,17.65923689,46.5,30.7,Low,39.8,1
MREC007460,VEH0072,Motorcycle,Electric,Automatic,800,Third,10,Old (9+ yrs),56205,12834,1283.4,Low,0,2023-07-04,2024-11-02,239,Active,248,1,4,0.4,Average,1,New,2,2.0,Good,1,43.8,Weak,0,1.6,Low,3,2,14214,19.73080103,50.5,60.2,Medium,55.9,1
MREC007461,VEH0144,Truck,Petrol,Manual,1000,Third,6,Aging (6-8 yrs),51903,34763,5793.8,Low,0,2023-09-08,2025-09-02,173,Active,552,0,7,1.17,Average,1,Good,1,43.2,New,2,4.5,New,2,5.79,Low,5,0,16153,18.86048547,60.0,35.2,Low,37.1,1
MREC007462,VEH0023,Bus,Petrol,Automatic,1000,Third,1,New (0-2 yrs),36213,90642,90642.0,High,0,2023-06-08,2024-11-08,265,Active,254,1,5,5.0,Good,2,New,2,15.0,Worn Out,0,87.6,New,2,90.64,High,1,2,13233,16.04923096,71.0,39.9,Low,35.5,1
MREC007463,VEH0165,Van,Electric,Manual,1500,Second,9,Old (9+ yrs),63854,85952,9550.2,Medium,0,2024-02-20,2025-07-16,8,Active,504,0,1,0.11,Average,1,Good,1,51.7,Good,1,53.6,Weak,0,6.37,Medium,5,2,6848,13.3693876,32.5,47.6,Medium,55.6,1
MREC007464,VEH0093,SUV,Diesel,Automatic,1000,First,9,Old (9+ yrs),50470,53657,5961.9,Low,0,2024-01-27,2025-05-06,32,Active,433,0,6,0.67,Good,2,New,2,8.8,Good,1,40.4,New,2,5.96,Medium,2,0,19855,16.20581255,79.5,22.9,Low,21.9,0
MREC007465,VEH0002,Bus,Diesel,Automatic,800,First,6,Aging (6-8 yrs),50000,134662,22443.7,High,1,2023-08-14,2025-08-29,198,Active,548,1,1,0.17,Poor,0,Good,1,59.9,Good,1,60.2,New,2,28.05,High,0,2,8753,15.19312389,57.5,48.0,Medium,45.8,0
MREC007466,VEH0011,Bus,Electric,Manual,800,First,3,Mid-Life (3-5 yrs),50255,84490,28163.3,High,0,2023-09-11,2025-02-07,170,Active,345,0,2,0.67,Good,2,Good,1,51.5,New,2,11.2,Good,1,35.2,High,3,0,19734,19.08005013,70.5,26.3,Low,27.6,0
MREC007467,VEH0070,Motorcycle,Diesel,Manual,2500,Second,2,New (0-2 yrs),37224,49951,24975.5,High,0,2023-12-30,2026-03-08,60,Active,739,0,1,0.5,Good,2,Good,1,45.7,Worn Out,0,77.7,Weak,0,9.99,Medium,2,1,7451,18.13864764,42.0,31.4,Low,42.0,1
MREC007468,VEH0098,SUV,Diesel,Automatic,2000,First,7,Aging (6-8 yrs),36809,39361,5623.0,Low,0,2023-07-06,2025-01-12,237,Active,319,1,9,1.29,Good,2,Worn Out,0,81.4,New,2,9.6,New,2,2.81,Low,5,1,10735,19.60938453,60.0,46.7,Medium,44.0,1
MREC007469,VEH0148,Truck,Petrol,Manual,2000,First,8,Aging (6-8 yrs),31816,97559,12194.9,Medium,0,2023-05-06,2025-08-30,298,Active,549,1,9,1.12,Poor,0,Good,1,53.7,New,2,13.0,Good,1,6.1,Medium,4,0,7085,19.57093202,46.5,52.6,Medium,53.0,1
MREC007470,VEH0159,Van,Diesel,Manual,2500,Second,1,New (0-2 yrs),45697,23366,23366.0,High,0,2023-09-19,2025-12-07,162,Active,648,0,1,1.0,Poor,0,New,2,3.8,Good,1,36.3,New,2,9.35,Medium,0,0,13085,12.12274049,67.5,23.5,Low,27.1,0
MREC007471,VEH0176,Van,Petrol,Manual,1500,First,8,Aging (6-8 yrs),76614,91641,11455.1,Medium,0,2023-12-25,2024-09-05,65,Active,190,0,4,0.5,Average,1,New,2,15.2,New,2,25.5,Good,1,7.64,Medium,2,3,22354,12.11190978,74.5,40.4,Medium,34.4,0
MREC007472,VEH0030,Bus,Petrol,Manual,2500,Second,1,New (0-2 yrs),48132,144479,144479.0,High,1,2023-12-11,2025-07-09,79,Active,497,0,7,7.0,Good,2,Good,1,61.6,Good,1,57.0,Weak,0,57.79,High,4,1,27826,13.23097602,46.5,29.6,Low,39.2,1
MREC007473,VEH0168,Van,Electric,Manual,2000,First,3,Mid-Life (3-5 yrs),71314,49430,16476.7,Medium,0,2023-10-03,2025-07-14,148,Active,502,0,5,1.67,Good,2,New,2,8.1,New,2,15.4,Weak,0,8.24,Medium,1,2,7894,13.00389027,81.0,31.0,Low,26.2,1
MREC007474,VEH0162,Van,Electric,Automatic,800,Second,8,Aging (6-8 yrs),70162,136036,17004.5,Medium,1,2023-11-04,2026-01-03,116,Active,675,0,9,1.12,Average,1,Good,1,60.1,New,2,27.0,Weak,0,21.26,High,4,2,6326,14.58548632,49.0,48.2,Medium,49.3,1
MREC007475,VEH0174,Van,Petrol,Automatic,1000,Second,1,New (0-2 yrs),63526,76060,76060.0,High,0,2023-09-28,2024-07-31,153,Active,154,0,5,5.0,Average,1,New,2,12.6,Good,1,43.4,Good,1,76.06,High,2,0,23949,13.42661869,62.0,24.7,Low,30.0,0
MREC007476,VEH0013,Bus,Electric,Manual,1000,Third,9,Old (9+ yrs),50644,102966,11440.7,Medium,0,2023-11-17,2025-10-27,103,Active,607,0,4,0.44,Poor,0,Good,1,54.6,Good,1,60.4,New,2,11.44,Medium,1,3,17250,15.39867705,53.5,52.3,Medium,50.0,0
MREC007477,VEH0151,Van,Diesel,Automatic,800,Second,9,Old (9+ yrs),36431,100941,11215.7,Medium,0,2023-05-31,2025-01-03,273,Active,310,1,2,0.22,Poor,0,New,2,16.8,Good,1,46.8,New,2,14.02,Medium,5,0,11015,14.32148556,47.5,52.1,Medium,52.3,1
MREC007478,VEH0003,Bus,Diesel,Automatic,1000,First,5,Mid-Life (3-5 yrs),47694,18058,3611.6,Low,0,2023-06-05,2025-10-04,268,Active,584,1,1,0.2,Good,2,Good,1,40.3,Good,1,40.1,Weak,0,3.61,Low,4,1,7305,17.66252199,46.5,50.4,Medium,51.6,1
MREC007479,VEH0085,Motorcycle,Petrol,Automatic,1500,Third,3,Mid-Life (3-5 yrs),76905,24122,8040.7,Low,0,2023-08-07,2024-07-09,205,Active,132,1,8,2.67,Average,1,New,2,3.9,Worn Out,0,83.1,Good,1,5.36,Low,0,3,23201,18.99180722,57.5,48.5,Medium,46.1,1
MREC007480,VEH0058,Car,Petrol,Manual,2000,Third,3,Mid-Life (3-5 yrs),41170,66838,22279.3,High,0,2023-11-25,2025-06-07,95,Active,465,0,4,1.33,Poor,0,New,2,11.0,Good,1,42.2,Weak,0,11.14,Medium,2,0,25819,17.08820168,44.5,29.9,Low,40.1,1
MREC007481,VEH0039,Car,Diesel,Manual,2500,First,7,Aging (6-8 yrs),67786,4893,699.0,Low,0,2024-02-18,2025-04-05,10,Active,402,0,9,1.29,Good,2,Good,1,38.1,Good,1,47.2,Weak,0,0.28,Low,2,3,27983,14.14124431,54.5,41.7,Medium,43.2,1
MREC007482,VEH0141,Truck,Petrol,Automatic,800,First,10,Old (9+ yrs),69325,105321,10532.1,Medium,0,2023-08-14,2026-02-16,198,Active,719,1,6,0.6,Poor,0,Good,1,55.0,Good,1,47.3,Weak,0,13.17,Medium,2,0,26325,16.66395658,34.5,52.7,Medium,57.8,1
MREC007483,VEH0144,Truck,Petrol,Manual,1000,Third,10,Old (9+ yrs),69037,55719,5571.9,Low,0,2023-07-27,2026-03-05,216,Active,736,1,6,0.6,Average,1,Good,1,46.7,New,2,16.2,Weak,0,5.57,Low,4,2,26167,13.9339085,49.0,59.0,Medium,55.8,1
MREC007484,VEH0114,SUV,Petrol,Manual,1000,First,8,Aging (6-8 yrs),78121,83227,10403.4,Medium,0,2023-04-06,2025-07-25,328,Active,513,1,6,0.75,Good,2,Worn Out,0,88.8,New,2,19.9,New,2,10.4,Medium,5,2,6872,15.84475507,60.0,60.2,Medium,52.1,1
MREC007485,VEH0106,SUV,Electric,Manual,1500,Third,5,Mid-Life (3-5 yrs),59665,2749,549.8,Low,0,2023-06-20,2025-11-03,253,Active,614,1,6,1.2,Average,1,New,2,0.3,Worn Out,0,66.9,Good,1,0.37,Low,1,0,20885,13.11613173,53.5,41.8,Medium,43.7,1
MREC007486,VEH0130,Truck,Diesel,Automatic,2500,Second,4,Mid-Life (3-5 yrs),61608,80598,20149.5,High,0,2023-09-30,2024-08-26,151,Active,180,0,9,2.25,Average,1,Worn Out,0,88.4,Worn Out,0,86.3,Weak,0,8.06,Medium,3,2,13013,15.75536482,18.0,55.0,Medium,65.8,1
MREC007487,VEH0163,Van,Electric,Automatic,1000,First,5,Mid-Life (3-5 yrs),70589,112921,22584.2,High,0,2024-01-28,2026-02-13,31,Active,716,0,6,1.2,Poor,0,Good,1,56.3,Good,1,57.3,Good,1,22.58,High,2,2,5570,15.55817279,42.0,39.3,Low,46.8,1
MREC007488,VEH0059,Car,Petrol,Manual,2500,Third,5,Mid-Life (3-5 yrs),61586,141711,28342.2,High,1,2023-05-09,2025-10-18,295,Active,598,1,2,0.4,Good,2,New,2,23.6,Worn Out,0,85.6,Good,1,11.34,Medium,1,0,9797,18.93183222,63.5,41.5,Medium,39.5,1
MREC007489,VEH0039,Car,Diesel,Automatic,2500,First,10,Old (9+ yrs),74258,30609,3060.9,Low,0,2023-08-27,2024-08-03,185,Active,157,1,6,0.6,Poor,0,Good,1,42.5,Good,1,37.3,Good,1,1.22,Low,3,0,28131,16.19019538,38.0,50.5,Medium,55.1,1
MREC007490,VEH0060,Car,Petrol,Automatic,2500,First,2,New (0-2 yrs),60278,24135,12067.5,Medium,0,2024-01-02,2025-06-15,57,Active,473,0,2,1.0,Good,2,New,2,3.9,Good,1,40.9,Weak,0,4.83,Low,0,1,15896,19.65359282,72.5,20.5,Low,23.3,1
MREC007491,VEH0028,Bus,Petrol,Automatic,2000,Second,2,New (0-2 yrs),46635,45569,22784.5,High,0,2023-04-10,2025-09-16,324,Active,566,1,1,0.5,Good,2,Worn Out,0,82.5,Worn Out,0,86.0,Weak,0,11.39,Medium,2,3,23104,12.53188741,32.0,64.6,Medium,66.0,1
MREC007492,VEH0002,Bus,Diesel,Automatic,800,Second,5,Mid-Life (3-5 yrs),69970,38555,7711.0,Low,0,2023-10-14,2025-09-07,137,Active,557,0,9,1.8,Poor,0,Good,1,43.8,Good,1,47.3,Weak,0,9.64,Medium,1,2,20946,10.83682333,38.5,48.4,Medium,53.6,1
MREC007493,VEH0154,Van,Diesel,Automatic,1000,Third,5,Mid-Life (3-5 yrs),37313,118250,23650.0,High,1,2023-06-06,2024-05-13,267,Active,75,1,10,2.0,Poor,0,New,2,19.7,Worn Out,0,82.4,New,2,23.65,High,1,0,29934,12.60349735,51.0,43.7,Medium,45.8,1
MREC007494,VEH0025,Bus,Petrol,Automatic,1500,Third,6,Aging (6-8 yrs),60643,101877,16979.5,Medium,0,2023-04-29,2025-02-12,305,Active,350,1,9,1.5,Poor,0,Worn Out,0,91.9,Good,1,46.9,New,2,11.32,Medium,0,0,6292,11.19780769,47.5,49.5,Medium,50.7,0
MREC007495,VEH0153,Van,Diesel,Manual,1000,First,8,Aging (6-8 yrs),66881,102976,12872.0,Medium,0,2023-08-21,2026-01-22,191,Active,694,1,8,1.0,Poor,0,Good,1,54.6,Worn Out,0,84.8,New,2,12.87,Medium,2,1,20947,18.55555899,37.0,53.0,Medium,57.0,1
MREC007496,VEH0068,Motorcycle,Diesel,Automatic,2000,First,5,Mid-Life (3-5 yrs),54889,59736,11947.2,Medium,0,2023-10-17,2025-10-08,134,Active,588,0,1,0.2,Good,2,Good,1,47.3,Good,1,45.7,Weak,0,5.97,Medium,2,1,18201,13.20768209,54.5,37.6,Low,40.8,1
MREC007497,VEH0025,Bus,Petrol,Automatic,1500,Second,2,New (0-2 yrs),34883,118523,59261.5,High,1,2023-09-14,2025-07-13,167,Active,501,0,7,3.5,Average,1,Worn Out,0,94.7,New,2,24.7,Good,1,39.51,High,4,2,19963,13.26938939,46.5,42.9,Medium,47.1,1
MREC007498,VEH0133,Truck,Electric,Manual,1000,Second,4,Mid-Life (3-5 yrs),52647,64771,16192.8,Medium,0,2024-02-03,2024-08-07,25,Active,161,0,10,2.5,Average,1,New,2,10.7,Worn Out,0,84.1,Weak,0,16.19,High,3,2,5630,14.85454284,38.0,38.6,Low,48.0,1
MREC007499,VEH0157,Van,Diesel,Manual,2000,Third,4,Mid-Life (3-5 yrs),35266,144444,36111.0,High,1,2023-05-01,2025-12-07,303,Active,648,1,10,2.5,Average,1,New,2,24.1,New,2,19.3,New,2,18.06,High,0,0,14024,12.54555944,90.0,31.1,Low,22.7,0
MREC007500,VEH0073,Motorcycle,Electric,Manual,1000,Third,3,Mid-Life (3-5 yrs),73091,19785,6595.0,Low,0,2023-10-20,2026-03-15,131,Active,746,0,10,3.33,Poor,0,New,2,3.2,New,2,2.5,New,2,6.6,Medium,4,0,19776,13.32250417,64.0,25.7,Low,29.8,1
MREC007501,VEH0179,Van,Petrol,Automatic,2500,Second,4,Mid-Life (3-5 yrs),57861,29529,7382.2,Low,0,2024-02-05,2026-01-26,23,Active,698,0,9,2.25,Good,2,Worn Out,0,79.8,Good,1,41.6,Weak,0,2.95,Low,0,1,9475,12.29474815,52.5,28.3,Low,36.0,1
MREC007502,VEH0050,Car,Electric,Manual,2500,Third,7,Aging (6-8 yrs),67861,146244,20892.0,High,1,2024-02-04,2025-10-13,24,Active,593,0,10,1.43,Average,1,Good,1,61.9,Worn Out,0,90.6,Good,1,8.36,Medium,4,1,21028,13.5783537,31.5,40.8,Medium,51.9,1
MREC007503,VEH0172,Van,Petrol,Manual,800,Second,4,Mid-Life (3-5 yrs),36989,54904,13726.0,Medium,0,2023-07-02,2026-02-25,241,Active,728,1,9,2.25,Good,2,Worn Out,0,84.0,Good,1,49.5,New,2,17.16,High,4,2,29019,14.25860871,51.5,50.0,Medium,49.4,1
MREC007504,VEH0007,Bus,Diesel,Automatic,2000,Second,9,Old (9+ yrs),73425,114359,12706.6,Medium,1,2023-04-19,2025-08-29,315,Active,548,1,9,1.0,Good,2,New,2,19.0,Worn Out,0,90.8,Weak,0,6.35,Medium,2,2,8540,15.61369948,52.0,63.6,Medium,57.4,1
