OBD_Code,Description,Category,Severity,Fault_Description,Work_Required
P0511,Idle Air Control Circuit,Vehicle Speed & Idle Control System,Medium,Idle Air Control Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0512,Starter Request Circuit,Vehicle Speed & Idle Control System,Medium,Starter Request Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0513,Incorrect Immobilizer Key,Vehicle Speed & Idle Control System,Medium,Incorrect Immobilizer Key,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0514,Battery Temperature Sensor Circuit Range/Performance,Vehicle Speed & Idle Control System,Medium,Battery Temperature Sensor Circuit Range/Performance,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0515,Battery Temperature Sensor Circuit,Vehicle Speed & Idle Control System,Medium,Battery Temperature Sensor Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0516,Battery Temperature Sensor Circuit Low,Vehicle Speed & Idle Control System,Medium,Battery Temperature Sensor Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0517,Battery Temperature Sensor Circuit High,Vehicle Speed & Idle Control System,Medium,Battery Temperature Sensor Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0518,Idle Air Control Circuit Intermittent,Vehicle Speed & Idle Control System,Medium,Idle Air Control Circuit Intermittent,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0519,Idle Air Control System Performance,Vehicle Speed & Idle Control System,Medium,Idle Air Control System Performance,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P051A,Crankcase Pressure Sensor A Circuit,Fuel and Air Metering,Medium,Crankcase Pressure Sensor A Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P051B,Crankcase Pressure Sensor A Circuit Range/Performance,Fuel and Air Metering,Medium,Crankcase Pressure Sensor A Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P051C,Crankcase Pressure Sensor A Circuit Low,Fuel and Air Metering,Medium,Crankcase Pressure Sensor A Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P051D,Crankcase Pressure Sensor A Circuit High,Fuel and Air Metering,Medium,Crankcase Pressure Sensor A Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P051E,Crankcase Pressure Sensor A Circuit Intermittent/Erratic,Fuel and Air Metering,Medium,Crankcase Pressure Sensor A Circuit Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P051F,PCV Filter Restriction,Fuel and Air Metering,Medium,PCV Filter Restriction,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0520,Engine Oil Pressure Sensor/Switch A Circuit,Vehicle Speed & Idle Control System,Medium,Engine Oil Pressure Sensor/Switch A Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0521,Engine Oil Pressure Sensor/Switch A Range/Performance,Vehicle Speed & Idle Control System,Medium,Engine Oil Pressure Sensor/Switch A Range/Performance,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0522,Engine Oil Pressure Sensor/Switch A Low,Vehicle Speed & Idle Control System,Medium,Engine Oil Pressure Sensor/Switch A Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0523,Engine Oil Pressure Sensor/Switch A High,Vehicle Speed & Idle Control System,Medium,Engine Oil Pressure Sensor/Switch A High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0524,Engine Oil Pressure Too Low,Vehicle Speed & Idle Control System,Medium,Engine Oil Pressure Too Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0525,Cruise Control Servo Control Circuit Range/Performance,Vehicle Speed & Idle Control System,Medium,Cruise Control Servo Control Circuit Range/Performance,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0526,Fan Speed Sensor Circuit,Vehicle Speed & Idle Control System,Medium,Fan Speed Sensor Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0527,Fan Speed Sensor Circuit Range/Performance,Vehicle Speed & Idle Control System,Medium,Fan Speed Sensor Circuit Range/Performance,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0528,Fan Speed Sensor Circuit No Signal,Vehicle Speed & Idle Control System,Medium,Fan Speed Sensor Circuit No Signal,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0529,Fan Speed Sensor Circuit Intermittent,Vehicle Speed & Idle Control System,Medium,Fan Speed Sensor Circuit Intermittent,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P052A,Cold Start A Camshaft Position Timing Over-Advanced Bank 1,Fuel and Air Metering,Medium,Cold Start A Camshaft Position Timing Over-Advanced Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P052B,Cold Start A Camshaft Position Timing Over-Retarded Bank 1,Fuel and Air Metering,Medium,Cold Start A Camshaft Position Timing Over-Retarded Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P052C,Cold Start A Camshaft Position Timing Over-Advanced Bank 2,Fuel and Air Metering,Medium,Cold Start A Camshaft Position Timing Over-Advanced Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P052D,Cold Start A Camshaft Position Timing Over-Retarded Bank 2,Fuel and Air Metering,Medium,Cold Start A Camshaft Position Timing Over-Retarded Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P052E,PCV Regulator Valve Performance,Fuel and Air Metering,Medium,PCV Regulator Valve Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P052F,Glow Plug Control Module 1 System Voltage,Fuel and Air Metering,Medium,Glow Plug Control Module 1 System Voltage,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0530,A/C Refrigerant Pressure Sensor A Circuit,Vehicle Speed & Idle Control System,Medium,A/C Refrigerant Pressure Sensor A Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0531,A/C Refrigerant Pressure Sensor A Circuit Range/Performance,Vehicle Speed & Idle Control System,Medium,A/C Refrigerant Pressure Sensor A Circuit Range/Performance,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0532,A/C Refrigerant Pressure Sensor A Circuit Low,Vehicle Speed & Idle Control System,Medium,A/C Refrigerant Pressure Sensor A Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0533,A/C Refrigerant Pressure Sensor A Circuit High,Vehicle Speed & Idle Control System,Medium,A/C Refrigerant Pressure Sensor A Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0534,A/C Refrigerant Charge Loss,Vehicle Speed & Idle Control System,Medium,A/C Refrigerant Charge Loss,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0535,A/C Evaporator Temperature Sensor Circuit,Vehicle Speed & Idle Control System,Low,A/C Evaporator Temperature Sensor Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0536,A/C Evaporator Temperature Sensor Circuit Range/Performance,Vehicle Speed & Idle Control System,Low,A/C Evaporator Temperature Sensor Circuit Range/Performance,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0537,A/C Evaporator Temperature Sensor Circuit Low,Vehicle Speed & Idle Control System,Low,A/C Evaporator Temperature Sensor Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0538,A/C Evaporator Temperature Sensor Circuit High,Vehicle Speed & Idle Control System,Low,A/C Evaporator Temperature Sensor Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0539,A/C Evaporator Temperature Sensor Circuit Intermittent,Vehicle Speed & Idle Control System,Low,A/C Evaporator Temperature Sensor Circuit Intermittent,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P053A,PCV Heater A Control Circuit /Open,Fuel and Air Metering,Medium,PCV Heater A Control Circuit /Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P053B,PCV Heater A Control Circuit Low,Fuel and Air Metering,Medium,PCV Heater A Control Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P053C,PCV Heater A Control Circuit High,Fuel and Air Metering,Medium,PCV Heater A Control Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P053D,PCV Heater A Performance,Fuel and Air Metering,Medium,PCV Heater A Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P053E,Crankcase Pressure Too High,Fuel and Air Metering,Medium,Crankcase Pressure Too High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P053F,Cold Start Fuel Pressure Performance Bank 1,Fuel and Air Metering,Medium,Cold Start Fuel Pressure Performance Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0540,Intake Air Heater A Circuit,Vehicle Speed & Idle Control System,Medium,Intake Air Heater A Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0541,Intake Air Heater A Circuit Low,Vehicle Speed & Idle Control System,Medium,Intake Air Heater A Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0542,Intake Air Heater A Circuit High,Vehicle Speed & Idle Control System,Medium,Intake Air Heater A Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0543,Intake Air Heater A Circuit Open,Vehicle Speed & Idle Control System,Medium,Intake Air Heater A Circuit Open,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0544,Exhaust Gas Temperature Sensor Circuit Bank 1 Sensor 1,Vehicle Speed & Idle Control System,Medium,Exhaust Gas Temperature Sensor Circuit Bank 1 Sensor 1,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0545,Exhaust Gas Temperature Sensor Circuit Low Bank 1 Sensor 1,Vehicle Speed & Idle Control System,Medium,Exhaust Gas Temperature Sensor Circuit Low Bank 1 Sensor 1,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0546,Exhaust Gas Temperature Sensor Circuit High Bank 1 Sensor 1,Vehicle Speed & Idle Control System,Medium,Exhaust Gas Temperature Sensor Circuit High Bank 1 Sensor 1,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0547,Exhaust Gas Temperature Sensor Circuit Bank 2 Sensor 1,Vehicle Speed & Idle Control System,Medium,Exhaust Gas Temperature Sensor Circuit Bank 2 Sensor 1,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0548,Exhaust Gas Temperature Sensor Circuit Low Bank 2 Sensor 1,Vehicle Speed & Idle Control System,Medium,Exhaust Gas Temperature Sensor Circuit Low Bank 2 Sensor 1,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0549,Exhaust Gas Temperature Sensor Circuit High Bank 2 Sensor 1,Vehicle Speed & Idle Control System,Medium,Exhaust Gas Temperature Sensor Circuit High Bank 2 Sensor 1,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P054A,Cold Start B Camshaft Position Timing Over-Advanced Bank 1,Fuel and Air Metering,Medium,Cold Start B Camshaft Position Timing Over-Advanced Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P054B,Cold Start B Camshaft Position Timing Over-Retarded Bank 1,Fuel and Air Metering,Medium,Cold Start B Camshaft Position Timing Over-Retarded Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P054C,Cold Start B Camshaft Position Timing Over-Advanced Bank 2,Fuel and Air Metering,Medium,Cold Start B Camshaft Position Timing Over-Advanced Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P054D,Cold Start B Camshaft Position Timing Over-Retarded Bank 2,Fuel and Air Metering,Medium,Cold Start B Camshaft Position Timing Over-Retarded Bank 2,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P054E,Idle Control System - Fuel Quantity Lower Than Expected,Fuel and Air Metering,Medium,Idle Control System - Fuel Quantity Lower Than Expected,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P054F,Idle Control System - Fuel Quantity Higher Than Expected,Fuel and Air Metering,Medium,Idle Control System - Fuel Quantity Higher Than Expected,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0550,Power Steering Pressure Sensor/Switch Circuit,Vehicle Speed & Idle Control System,Medium,Power Steering Pressure Sensor/Switch Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0551,Power Steering Pressure Sensor/Switch Circuit Range/Performance,Vehicle Speed & Idle Control System,Medium,Power Steering Pressure Sensor/Switch Circuit Range/Performance,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0552,Power Steering Pressure Sensor/Switch Circuit Low,Vehicle Speed & Idle Control System,Medium,Power Steering Pressure Sensor/Switch Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0553,Power Steering Pressure Sensor/Switch Circuit High,Vehicle Speed & Idle Control System,Medium,Power Steering Pressure Sensor/Switch Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0554,Power Steering Pressure Sensor/Switch Circuit Intermittent,Vehicle Speed & Idle Control System,Medium,Power Steering Pressure Sensor/Switch Circuit Intermittent,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0555,Brake Booster Pressure Sensor Circuit,Vehicle Speed & Idle Control System,Medium,Brake Booster Pressure Sensor Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0556,Brake Booster Pressure Sensor Circuit Range/Performance,Vehicle Speed & Idle Control System,Medium,Brake Booster Pressure Sensor Circuit Range/Performance,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0557,Brake Booster Pressure Sensor Circuit Low,Vehicle Speed & Idle Control System,Medium,Brake Booster Pressure Sensor Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0558,Brake Booster Pressure Sensor Circuit High,Vehicle Speed & Idle Control System,Medium,Brake Booster Pressure Sensor Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0559,Brake Booster Pressure Sensor Circuit Intermittent,Vehicle Speed & Idle Control System,Medium,Brake Booster Pressure Sensor Circuit Intermittent,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P055A,Engine Oil Pressure Sensor/Switch B Circuit,Fuel and Air Metering,Medium,Engine Oil Pressure Sensor/Switch B Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P055B,Engine Oil Pressure Sensor/Switch B Range/Performance,Fuel and Air Metering,Medium,Engine Oil Pressure Sensor/Switch B Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P055C,Engine Oil Pressure Sensor/Switch B Low,Fuel and Air Metering,Medium,Engine Oil Pressure Sensor/Switch B Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P055D,Engine Oil Pressure Sensor/Switch B High,Fuel and Air Metering,Medium,Engine Oil Pressure Sensor/Switch B High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P055E,Oxygen Sensor Control Module System Voltage,Fuel and Air Metering,Medium,Oxygen Sensor Control Module System Voltage,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P055F,Engine Oil Pressure Out of Range,Fuel and Air Metering,Medium,Engine Oil Pressure Out of Range,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0560,System Voltage,Vehicle Speed & Idle Control System,Medium,System Voltage,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0561,System Voltage Unstable,Vehicle Speed & Idle Control System,Medium,System Voltage Unstable,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0562,System Voltage Low,Vehicle Speed & Idle Control System,High,System Voltage Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0563,System Voltage High,Vehicle Speed & Idle Control System,High,System Voltage High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0564,Cruise Control Multi-Function Input A Circuit,Vehicle Speed & Idle Control System,Medium,Cruise Control Multi-Function Input A Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0565,Cruise Control On Signal,Vehicle Speed & Idle Control System,Medium,Cruise Control On Signal,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0566,Cruise Control Off Signal,Vehicle Speed & Idle Control System,Medium,Cruise Control Off Signal,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0567,Cruise Control Resume Signal,Vehicle Speed & Idle Control System,Medium,Cruise Control Resume Signal,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0568,Cruise Control Set Signal,Vehicle Speed & Idle Control System,Medium,Cruise Control Set Signal,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0569,Cruise Control Coast Signal,Vehicle Speed & Idle Control System,Medium,Cruise Control Coast Signal,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P056A,Cruise Control Increase Distance Signal,Fuel and Air Metering,Medium,Cruise Control Increase Distance Signal,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P056B,Cruise Control Decrease Distance Signal,Fuel and Air Metering,Medium,Cruise Control Decrease Distance Signal,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P056C,Cruise Control Cancel Signal,Fuel and Air Metering,Medium,Cruise Control Cancel Signal,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P056D,Reductant Control Module System Voltage,Fuel and Air Metering,Medium,Reductant Control Module System Voltage,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P056E,Cold Start Turbocharger/Supercharger Boost Control A Performance,Fuel and Air Metering,Medium,Cold Start Turbocharger/Supercharger Boost Control A Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P056F,Cold Start Turbocharger/Supercharger Boost Control B Performance,Fuel and Air Metering,Medium,Cold Start Turbocharger/Supercharger Boost Control B Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0570,Cruise Control Accelerate Signal,Vehicle Speed & Idle Control System,Medium,Cruise Control Accelerate Signal,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0571,Brake Switch A Circuit,Vehicle Speed & Idle Control System,Medium,Brake Switch A Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0572,Brake Switch A Circuit Low,Vehicle Speed & Idle Control System,Medium,Brake Switch A Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0573,Brake Switch A Circuit High,Vehicle Speed & Idle Control System,Medium,Brake Switch A Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0574,Cruise Control System - Vehicle Speed Too High,Vehicle Speed & Idle Control System,Medium,Cruise Control System - Vehicle Speed Too High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0575,Cruise Control Input Circuit,Vehicle Speed & Idle Control System,Medium,Cruise Control Input Circuit,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0576,Cruise Control Input Circuit Low,Vehicle Speed & Idle Control System,Medium,Cruise Control Input Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0577,Cruise Control Input Circuit High,Vehicle Speed & Idle Control System,Medium,Cruise Control Input Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0578,Cruise Control Multi-Function Input A Circuit Stuck,Vehicle Speed & Idle Control System,Medium,Cruise Control Multi-Function Input A Circuit Stuck,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0579,Cruise Control Multi-Function Input A Circuit Range/Performance,Vehicle Speed & Idle Control System,Medium,Cruise Control Multi-Function Input A Circuit Range/Performance,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P057A,Brake Pedal Position Sensor A Circuit/Open,Fuel and Air Metering,Medium,Brake Pedal Position Sensor A Circuit/Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P057B,Brake Pedal Position Sensor A Circuit Range/Performance,Fuel and Air Metering,Medium,Brake Pedal Position Sensor A Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P057C,Brake Pedal Position Sensor A Circuit Low,Fuel and Air Metering,Medium,Brake Pedal Position Sensor A Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P057D,Brake Pedal Position Sensor A Circuit High,Fuel and Air Metering,Medium,Brake Pedal Position Sensor A Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P057E,Brake Pedal Position Sensor A Circuit Intermittent/Erratic,Fuel and Air Metering,Medium,Brake Pedal Position Sensor A Circuit Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P057F,Battery A State of Charge Performance,Fuel and Air Metering,Medium,Battery A State of Charge Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit."
P0580,Cruise Control Multi-Function Input A Circuit Low,Vehicle Speed & Idle Control System,Medium,Cruise Control Multi-Function Input A Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0581,Cruise Control Multi-Function Input A Circuit High,Vehicle Speed & Idle Control System,Medium,Cruise Control Multi-Function Input A Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0582,Cruise Control Vacuum Control Circuit/Open,Vehicle Speed & Idle Control System,Medium,Cruise Control Vacuum Control Circuit/Open,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0583,Cruise Control Vacuum Control Circuit Low,Vehicle Speed & Idle Control System,Medium,Cruise Control Vacuum Control Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0584,Cruise Control Vacuum Control Circuit High,Vehicle Speed & Idle Control System,Medium,Cruise Control Vacuum Control Circuit High,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0585,Cruise Control Multi-Function Input A/B Correlation,Vehicle Speed & Idle Control System,Medium,Cruise Control Multi-Function Input A/B Correlation,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0586,Cruise Control Vent Control Circuit/Open,Vehicle Speed & Idle Control System,Low,Cruise Control Vent Control Circuit/Open,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
P0587,Cruise Control Vent Control Circuit Low,Vehicle Speed & Idle Control System,Low,Cruise Control Vent Control Circuit Low,"Inspect throttle body, idle air control valve, and vehicle speed sensor circuits; clean or replace faulty components and verify idle stability."
