OBD_Code,Description,Category,Severity,Fault_Description,Work_Required,Severity_Level,Primary_System
P03C4,Cylinder 5 Pressure Variation Low,Fuel and Air Metering,Medium,Cylinder 5 Pressure Variation Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03C5,Cylinder 5 Pressure Variation High,Fuel and Air Metering,Medium,Cylinder 5 Pressure Variation High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03C6,Cylinder 5 Combustion Performance,Fuel and Air Metering,Medium,Cylinder 5 Combustion Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03C7,Cylinder 6 Pressure Sensor Circuit,Fuel and Air Metering,Medium,Cylinder 6 Pressure Sensor Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03C8,Cylinder 6 Pressure Sensor Circuit Range/Performance,Fuel and Air Metering,Medium,Cylinder 6 Pressure Sensor Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03C9,Cylinder 6 Pressure Sensor Circuit Low,Fuel and Air Metering,Medium,Cylinder 6 Pressure Sensor Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03CA,Cylinder 6 Pressure Sensor Circuit High,Fuel and Air Metering,Medium,Cylinder 6 Pressure Sensor Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03CB,Cylinder 6 Pressure Sensor Circuit Intermittent/Erratic,Fuel and Air Metering,Medium,Cylinder 6 Pressure Sensor Circuit Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03CC,Cylinder 6 Pressure Too Low,Fuel and Air Metering,Medium,Cylinder 6 Pressure Too Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03CD,Cylinder 6 Pressure Too High,Fuel and Air Metering,Medium,Cylinder 6 Pressure Too High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03CE,Cylinder 6 Pressure Variation Low,Fuel and Air Metering,Medium,Cylinder 6 Pressure Variation Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03CF,Cylinder 6 Pressure Variation High,Fuel and Air Metering,Medium,Cylinder 6 Pressure Variation High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03D0,Cylinder 6 Combustion Performance,Fuel and Air Metering,Medium,Cylinder 6 Combustion Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03D1,Cylinder 7 Pressure Sensor Circuit,Fuel and Air Metering,Medium,Cylinder 7 Pressure Sensor Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03D2,Cylinder 7 Pressure Sensor Circuit Range/Performance,Fuel and Air Metering,Medium,Cylinder 7 Pressure Sensor Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03D3,Cylinder 7 Pressure Sensor Circuit Low,Fuel and Air Metering,Medium,Cylinder 7 Pressure Sensor Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03D4,Cylinder 7 Pressure Sensor Circuit High,Fuel and Air Metering,Medium,Cylinder 7 Pressure Sensor Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03D5,Cylinder 7 Pressure Sensor Circuit Intermittent/Erratic,Fuel and Air Metering,Medium,Cylinder 7 Pressure Sensor Circuit Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03D6,Cylinder 7 Pressure Too Low,Fuel and Air Metering,Medium,Cylinder 7 Pressure Too Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03D7,Cylinder 7 Pressure Too High,Fuel and Air Metering,Medium,Cylinder 7 Pressure Too High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03D8,Cylinder 7 Pressure Variation Low,Fuel and Air Metering,Medium,Cylinder 7 Pressure Variation Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03D9,Cylinder 7 Pressure Variation High,Fuel and Air Metering,Medium,Cylinder 7 Pressure Variation High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03DA,Cylinder 7 Combustion Performance,Fuel and Air Metering,Medium,Cylinder 7 Combustion Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03DB,Cylinder 8 Pressure Sensor Circuit,Fuel and Air Metering,Medium,Cylinder 8 Pressure Sensor Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03DC,Cylinder 8 Pressure Sensor Circuit Range/Performance,Fuel and Air Metering,Medium,Cylinder 8 Pressure Sensor Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03DD,Cylinder 8 Pressure Sensor Circuit Low,Fuel and Air Metering,Medium,Cylinder 8 Pressure Sensor Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03DE,Cylinder 8 Pressure Sensor Circuit High,Fuel and Air Metering,Medium,Cylinder 8 Pressure Sensor Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03DF,Cylinder 8 Pressure Sensor Circuit Intermittent/Erratic,Fuel and Air Metering,Medium,Cylinder 8 Pressure Sensor Circuit Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03E0,Cylinder 8 Pressure Too Low,Fuel and Air Metering,Medium,Cylinder 8 Pressure Too Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03E1,Cylinder 8 Pressure Too High,Fuel and Air Metering,Medium,Cylinder 8 Pressure Too High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03E2,Cylinder 8 Pressure Variation Low,Fuel and Air Metering,Medium,Cylinder 8 Pressure Variation Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03E3,Cylinder 8 Pressure Variation High,Fuel and Air Metering,Medium,Cylinder 8 Pressure Variation High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03E4,Cylinder 8 Combustion Performance,Fuel and Air Metering,Medium,Cylinder 8 Combustion Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03E5,A Camshaft Position Actuator Position Sensor C Circuit Bank 1,Fuel and Air Metering,Medium,A Camshaft Position Actuator Position Sensor C Circuit Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03E6,A Camshaft Position Actuator Position Sensor C Range/Performance Bank 1,Fuel and Air Metering,Medium,A Camshaft Position Actuator Position Sensor C Range/Performance Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03E7,A Camshaft Position Actuator Position Sensor C Circuit Low Bank 1,Fuel and Air Metering,Medium,A Camshaft Position Actuator Position Sensor C Circuit Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03E8,A Camshaft Position Actuator Position Sensor C Circuit High Bank 1,Fuel and Air Metering,Medium,A Camshaft Position Actuator Position Sensor C Circuit High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03E9,A Camshaft Profile Actuator Position Sensor A Exceeded Learning Limit,Fuel and Air Metering,Medium,A Camshaft Profile Actuator Position Sensor A Exceeded Learning Limit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03EA,A Camshaft Profile Actuator Position Sensor B Exceeded Learning Limit,Fuel and Air Metering,Medium,A Camshaft Profile Actuator Position Sensor B Exceeded Learning Limit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03EB,A Camshaft Profile Actuator Position Sensor C Exceeded Learning Limit,Fuel and Air Metering,Medium,A Camshaft Profile Actuator Position Sensor C Exceeded Learning Limit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03EC,A Camshaft Profile Actuator C Control Circuit/Open Bank 1,Fuel and Air Metering,Medium,A Camshaft Profile Actuator C Control Circuit/Open Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03ED,A Camshaft Profile Actuator C Control Circuit Low Bank 1,Fuel and Air Metering,Medium,A Camshaft Profile Actuator C Control Circuit Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03EE,A Camshaft Profile Actuator C Control Circuit High Bank 1,Fuel and Air Metering,Medium,A Camshaft Profile Actuator C Control Circuit High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03EF,A Camshaft Profile Actuator C Control Performance/Stuck Off Bank 1,Fuel and Air Metering,High,A Camshaft Profile Actuator C Control Performance/Stuck Off Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",3,Fuel and Air Metering
P03F0,A Camshaft Profile Actuator C Control Stuck On Bank 1,Fuel and Air Metering,High,A Camshaft Profile Actuator C Control Stuck On Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",3,Fuel and Air Metering
P03F1,B Camshaft Profile Actuator C Control Circuit/Open Bank 1,Fuel and Air Metering,Medium,B Camshaft Profile Actuator C Control Circuit/Open Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03F2,B Camshaft Profile Actuator C Control Circuit Low Bank 1,Fuel and Air Metering,Medium,B Camshaft Profile Actuator C Control Circuit Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03F3,B Camshaft Profile Actuator C Control Circuit High Bank 1,Fuel and Air Metering,Medium,B Camshaft Profile Actuator C Control Circuit High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03F4,B Camshaft Profile Actuator C Control Performance/Stuck Off Bank 1,Fuel and Air Metering,High,B Camshaft Profile Actuator C Control Performance/Stuck Off Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",3,Fuel and Air Metering
P03F5,B Camshaft Profile Actuator C Control Stuck On Bank 1,Fuel and Air Metering,High,B Camshaft Profile Actuator C Control Stuck On Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",3,Fuel and Air Metering
P03F6,B Camshaft Position Actuator Position Sensor C Circuit Bank 1,Fuel and Air Metering,Medium,B Camshaft Position Actuator Position Sensor C Circuit Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03F7,B Camshaft Position Actuator Position Sensor C Range/Performance Bank 1,Fuel and Air Metering,Medium,B Camshaft Position Actuator Position Sensor C Range/Performance Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03F8,B Camshaft Position Actuator Position Sensor C Circuit Low Bank 1,Fuel and Air Metering,Medium,B Camshaft Position Actuator Position Sensor C Circuit Low Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03F9,B Camshaft Position Actuator Position Sensor C Circuit High Bank 1,Fuel and Air Metering,Medium,B Camshaft Position Actuator Position Sensor C Circuit High Bank 1,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03FA,Ignition K Control Signal Circuit/Open,Fuel and Air Metering,Medium,Ignition K Control Signal Circuit/Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03FB,Ignition K Control Signal Circuit Low,Fuel and Air Metering,Medium,Ignition K Control Signal Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03FC,Ignition K Control Signal Circuit High,Fuel and Air Metering,Medium,Ignition K Control Signal Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03FD,Ignition L Control Signal Circuit/Open,Fuel and Air Metering,Medium,Ignition L Control Signal Circuit/Open,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03FE,Ignition L Control Signal Circuit Low,Fuel and Air Metering,Medium,Ignition L Control Signal Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P03FF,Ignition L Control Signal Circuit High,Fuel and Air Metering,Medium,Ignition L Control Signal Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0400,EGR A Flow,Auxiliary Emission Controls,Medium,EGR A Flow,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0401,EGR A Flow Insufficient Detected,Auxiliary Emission Controls,Medium,EGR A Flow Insufficient Detected,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0402,EGR A Flow Excessive Detected,Auxiliary Emission Controls,Medium,EGR A Flow Excessive Detected,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0403,EGR A Control Circuit/Open,Auxiliary Emission Controls,Medium,EGR A Control Circuit/Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0404,EGR A Control Circuit Range/Performance,Auxiliary Emission Controls,Medium,EGR A Control Circuit Range/Performance,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0405,EGR Sensor A Circuit Low,Auxiliary Emission Controls,Medium,EGR Sensor A Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0406,EGR Sensor A Circuit High,Auxiliary Emission Controls,Medium,EGR Sensor A Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0407,EGR Sensor B Circuit Low,Auxiliary Emission Controls,Medium,EGR Sensor B Circuit Low,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0408,EGR Sensor B Circuit High,Auxiliary Emission Controls,Medium,EGR Sensor B Circuit High,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0409,EGR Sensor A Circuit,Auxiliary Emission Controls,Medium,EGR Sensor A Circuit,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P040A,EGR Temperature Sensor A Circuit,Fuel and Air Metering,Medium,EGR Temperature Sensor A Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P040B,EGR Temperature Sensor A Circuit Range/Performance,Fuel and Air Metering,Medium,EGR Temperature Sensor A Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P040C,EGR Temperature Sensor A Circuit Low,Fuel and Air Metering,Medium,EGR Temperature Sensor A Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P040D,EGR Temperature Sensor A Circuit High,Fuel and Air Metering,Medium,EGR Temperature Sensor A Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P040E,EGR Temperature Sensor A Circuit Intermittent/Erratic,Fuel and Air Metering,Medium,EGR Temperature Sensor A Circuit Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P040F,EGR Temperature Sensor A/B Correlation,Fuel and Air Metering,Medium,EGR Temperature Sensor A/B Correlation,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0410,AIR System A,Auxiliary Emission Controls,Medium,AIR System A,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0411,AIR System A Incorrect Flow Detected,Auxiliary Emission Controls,Medium,AIR System A Incorrect Flow Detected,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0412,AIR System Switching Valve A Circuit,Auxiliary Emission Controls,Medium,AIR System Switching Valve A Circuit,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0413,AIR System Switching Valve A Circuit Open,Auxiliary Emission Controls,Medium,AIR System Switching Valve A Circuit Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0414,AIR System Switching Valve A Circuit Shorted,Auxiliary Emission Controls,Medium,AIR System Switching Valve A Circuit Shorted,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0415,AIR System Switching Valve B Circuit,Auxiliary Emission Controls,Medium,AIR System Switching Valve B Circuit,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0416,AIR System Switching Valve B Circuit Open,Auxiliary Emission Controls,Medium,AIR System Switching Valve B Circuit Open,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0417,AIR System Switching Valve B Circuit Shorted,Auxiliary Emission Controls,Medium,AIR System Switching Valve B Circuit Shorted,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0418,AIR System Control A Circuit,Auxiliary Emission Controls,Medium,AIR System Control A Circuit,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0419,AIR System Control B Circuit,Auxiliary Emission Controls,Medium,AIR System Control B Circuit,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P041A,EGR Temperature Sensor B Circuit,Fuel and Air Metering,Medium,EGR Temperature Sensor B Circuit,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P041B,EGR Temperature Sensor B Circuit Range/Performance,Fuel and Air Metering,Medium,EGR Temperature Sensor B Circuit Range/Performance,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P041C,EGR Temperature Sensor B Circuit Low,Fuel and Air Metering,Medium,EGR Temperature Sensor B Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P041D,EGR Temperature Sensor B Circuit High,Fuel and Air Metering,Medium,EGR Temperature Sensor B Circuit High,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P041E,EGR Temperature Sensor B Circuit Intermittent/Erratic,Fuel and Air Metering,Medium,EGR Temperature Sensor B Circuit Intermittent/Erratic,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P041F,AIR System Switching Valve A Circuit Low,Fuel and Air Metering,Medium,AIR System Switching Valve A Circuit Low,"Inspect fuel delivery, air metering sensors (MAF/MAP), and related wiring; test with a scan tool and repair or replace the faulty sensor, injector, or circuit.",2,Fuel and Air Metering
P0420,Catalyst System Efficiency Below Threshold Bank 1,Auxiliary Emission Controls,Medium,Catalyst System Efficiency Below Threshold Bank 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0421,Catalyst 1 Efficiency Below Threshold Bank 1,Auxiliary Emission Controls,Medium,Catalyst 1 Efficiency Below Threshold Bank 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0422,Catalyst 2 Efficiency Below Threshold Bank 1,Auxiliary Emission Controls,Medium,Catalyst 2 Efficiency Below Threshold Bank 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0423,Heated Catalyst Efficiency Below Threshold Bank 1,Auxiliary Emission Controls,Medium,Heated Catalyst Efficiency Below Threshold Bank 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0424,Heated Catalyst Temperature Below Threshold Bank 1,Auxiliary Emission Controls,Medium,Heated Catalyst Temperature Below Threshold Bank 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0425,Catalyst Temperature Sensor Circuit Bank 1 Sensor 1,Auxiliary Emission Controls,Medium,Catalyst Temperature Sensor Circuit Bank 1 Sensor 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0426,Catalyst Temperature Sensor Circuit Range/Performance Bank 1 Sensor 1,Auxiliary Emission Controls,Medium,Catalyst Temperature Sensor Circuit Range/Performance Bank 1 Sensor 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0427,Catalyst Temperature Sensor Circuit Low Bank 1 Sensor 1,Auxiliary Emission Controls,Medium,Catalyst Temperature Sensor Circuit Low Bank 1 Sensor 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0428,Catalyst Temperature Sensor Circuit High Bank 1 Sensor 1,Auxiliary Emission Controls,Medium,Catalyst Temperature Sensor Circuit High Bank 1 Sensor 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
P0429,Catalyst Heater Control Circuit/Open Bank 1,Auxiliary Emission Controls,Medium,Catalyst Heater Control Circuit/Open Bank 1,"Inspect EGR, EVAP, and catalytic converter systems for leaks, clogging, or actuator faults; clean or replace the affected component.",2,Auxiliary Emission Controls
